制作公司（母）,子分类,游戏名称,游戏译名,发售日,汉化组,汉化进度,备注,DL推荐,官网,其他网址
ピンパイジューシィ,,男娘便女 ～妹みたいな弟と弟みたいな妹をイジめる夏休み～,,2012/6/29,心願屋漢化組,漢化完成,,,,
CYCLET,,駄作,,2014/11/28,GSS漢化組 x 落櫻漢化組,漢化完成,,,,
CYCLET,,駄作 ～アリスとクロエ、結ばれる日～,駄作～愛麗絲與克羅艾連結之日～,2015/9/25,GSS漢化組 x 落櫻漢化組,漢化完成,,,,
CYCLET,,蜥蜴の尻尾切り,切掉蜥蜴的尾巴,2015/11/27,待補,漢化中,,,,
Lamia,,エロ本を捨ててから兄の様子がおかしい,扔掉黃書以後，兄長情況有異,2015/2/27,1CH漢化組,漢化完成,,,,
,,,,,,,,,,
,,,,,,,,,,
Azurite,,タマユラミライ,玉響未來 / 深野協調魔法使,2019/5/31,默示漢化組,漢化完成,,,,
calme,,KARAKARA -カラカラ-,,2016/6/28,Sekai Project / 默示漢化組,官方中文化,,https://store.steampowered.com/app/487430/,,
calme,,KARAKARA2,,2017/11/11,Sekai Project,官方中文化,,https://store.steampowered.com/app/745850/,,
Canvas+Garden,,恋ニ、甘味ヲソエテ,尚有佳蜜伴戀心,2017/12/31,Sekai Project / Denpasoft / 黙示漢化組 / 咕咕咕漢化組,官方中文化,同人,https://store.steampowered.com/app/891510/,,
Canvas+Garden,,恋ニ、甘味ヲソエテ2,尚有佳蜜伴戀心2,2018/12/31,黙示漢化組,漢化完成,同人,,,
Code：jp,,Ninja Girl and the Mysterious Army of Urban Legend Monsters! ~Hunt of the Headless Horseman~,,2019/6/28,Sekai Project,官方中文化,,https://store.steampowered.com/app/1094930,,
CRYSTALiA,,絆きらめく恋いろは,永恆的羈絆與戀愛之歌 / 共結情緣的劍舞戀曲 / 牽絆閃耀的戀之伊呂波,2017/11/24,Studio Kanata / 默示遊戲中文化興趣小組 / 櫻色之空漢化組,漢化完成,中文化進行中,,,
CRYSTALiA,,絆きらめく恋いろは-椿恋歌-,共結情緣的劍舞戀曲-椿戀歌-,2019/1/25,天之聖杯漢化組 x 發椿同好會 x 發椿同好會,漢化完成,,,,
DESSERT Soft,,神様のしっぽ ～干支神さまたちの恩返し～,神明的尾巴～干支神明們的報恩～,2020/1/31,心願屋漢化組,漢化完成,,,,
Heliodor,,流星ワールドアクター,流星·世界演繹者,2019/7/26,天之聖杯漢化組,漢化完成,,,,
IRODORI,,桜花裁き,櫻花裁決,2017/2/24,HOBIBOX,官方中文化,,https://store.steampowered.com/app/1066630,,
KADOKAWA GAMES,,√Letter ルートレター,√Letter-方根書簡-,2019/6/16,KADOKAWA GAME,官方中文化,,,,
LIFE0,,セヴンデイズ あなたとすごす七日間,7days-與你共度的七日間,2017/9/29,默示漢化組,漢化完成,,,,
Nameless,,Deep One -ディープワン-,深淵的來訪者,2018/10/26,默示遊戲中文化興趣小組,漢化完成,Ver0.9,,,
Prometheus,,恋と魔法と管理人 ～運命の歯車編～,,2016/6/24,心願屋漢化組,漢化完成,,,,
Sushi soft,,kirakira stars idol project AI,,2020/2/17,Sushi soft,官方中文化,,https://store.steampowered.com/app/1202770,,
Sushi soft,,Kirakira Stars Idol Project Nagisa,,2020/6/19,Sushi soft,官方中文化,,https://store.steampowered.com/app/1281510/,,
TALES shop,,狐が僕を待っている,,2020/4/16,賈船COSEN,官方中文化,平台為switch,,,
WhitePowder,,LAMUNATION！,,2016/6/24,Love Lab / Denpasoft / 大書庫漢化組,官方中文化,,,,
ユメミル,,ガールズ?ブック?メイカー -幸せのリブレット-,GirlsBookMaker,2019/5/31,默示漢化組,漢化完成,,,,
りびどーそふと,,捻くれモノの学園青春物語～俺と彼女の裏表～,當孤僻之人遇上青春生活,2018/12/21,默示漢化組,漢化完成,,,,
Fluorite,,ソーサレス＊アライヴ！～the World’s End Fallen Star～,,2019/1/25,默示遊戲中文化興趣小組,部分漢化,僅4線漢化,,,
CIRCLE Ent,,蘭島物語：奇滄的幻海,,2020/7/1,CIRCLE Ent,中文化進行中,,,,
Fluorite,,Missing-X-Link ～天のゆりかご、伽の花～,,2019/4/26,綠茶漢化組,漢化中,,,,
Harmorise,,ひとつ屋根の、ツバサの下で,,2018/2/23,默示漢化組,漢化中,,,,
KADOKAWA GAMES,,Root Film,方根膠捲,2020/7/30,Clouded Leopard Entertainment,中文化進行中,平台為PS4、switch,https://cloudedleopardent.com/game/root-film/zh/,,
pureworks Japan,,White Wings,白色之翼,2020/7/1,pureworks Japan,中文化進行中,,https://store.steampowered.com/app/1185680/,https://camp-fire.jp/projects/view/261326,
あるみそふと,,わんこの嫁入り～ようこそ！いぬのしっぽへ～,小狗新娘～歡迎光臨尾巴搖搖～,2018/7/27,DLsite,中文化進行中,,https://store.steampowered.com/app/1233200,,
プレカノ,,おにあま -わたしに甘えて、お兄ちゃん?-,甜心萌妹~對我盡情撒嬌吧，哥哥~,2020/1/31,白井木學園漢化組,漢化中,,,,
ミィティ,,星降る夜のファルネーゼ,繁星降臨夜的魔女法爾內斯,2017/9/29,炎孕問題少女漢化組,漢化中,,,,
みらーじゅそふと,,君とつながる恋フラグ,,2018/5/25,默示漢化組,漢化中,已有體驗版漢化,,,
りびどーそふと,,残念な姉との幸福論,,2016/12/22,心願屋漢化組,漢化中,已有體驗版漢化,,,
自宅すたじお,,リアルエロゲシチュエーション！,,2017/1/27,心願屋漢化組,漢化完成,,,,
縁 -yukari-,,風紀委員 白紗,,2016/7/29,個人漢化,漢化完成,,,,
Carol Works,,ボクのあまやかせいかつ‐星湘町観光課、毎日えっちなロコドル活動！‐,星湘町觀光科,2018/9/28,默示漢化組,漢化完成,,,,
erectlip（エレクトリップ）,,ちびパイア！ ～吸血姉妹とエッチでビッチな同棲性活～,蘿莉吸血鬼！ ～與吸血鬼姐妹的性福生活～,2016/8/26,伊甸學園,漢化完成,,,,
eye★phon,,つい?ゆり ～おかあさんにはナイショだよ～,雙生百合~要對媽媽保密哦~,2016/4/22,白衣漢化組,漢化完成,,,,
Hending,,火箭 ゆるすまぢ！ そしらぬ笑顔と汚れた下着,,2020/3/27,個人漢化,漢化完成,,,,
Mille Feuille,,変幻装姫シャインミラージュ 敗北へのカウントダウン,,2018/5/25,個人漢化,漢化完成,,,,
mille-feuille,,粘獄のリーゼ,粘獄的莉茲,2016/10/28,個人漢化,漢化完成,,,,
NO BRAND,,ChronoBox -クロノボックス-,,2017/5/26,默示遊戲中文化興趣小組 / 落櫻漢化組,漢化完成,,,,
Overdose（オーバードーズ）,,すぃ～と?はに～?ふぁみり～ 娘ト妻ニ甘イハ父ノ習ヒ,,2016/6/28,心願屋漢化組,漢化完成,,,,
PAJAMAS EX,,らぶらぶシスターズ ～花嫁＆姉妹達とのドキドキハーレム生活～,LoveLoveSisters,2017/1/27,默示漢化組,漢化完成,,,,
Sweet HEART,,仲良し姉妹ならキスも中出しもとーぜんだよねっ！,,2019/10/25,心願屋漢化組,漢化完成,,,,
WitchFlame,,深層パラレルパラドックス -並行世界の理想郷-,深層平行悖論 -平行世界裡的理想鄉-,2016/3/25,清隆漢化組,漢化完成,,,,
アパダッシュ,,たわわ奥さん×ハプニングジム ～むっちりボディとすけべなエクササイズ～,工口阿姨x突發事件健身房！ ,2018/3/23,個人漢化,漢化完成,,,,
インターハート,,ハーレムゲーム ～俺はコレのおかげでエロゲーの主人公になれました！～,,2016/2/26,心願屋漢化組,漢化完成,,,,
つるみく -Another-,,催眠逆襲～どうぞ私たちを好きにしてください～,,2020/1/31,個人漢化,漢化完成,,,,
はむはむソフト,,妹を汚した記憶,與妹妹的記憶 / 玷污妹妹的記憶,2018/2/23,綠茶漢化組,漢化完成,,,,
POISON,,姉妹X催眠 2～絶対服従、セレブ妻と日焼けJKが墮ちる性感マッサージ～,,2019/5/31,風花雪玉,漢化完成,,,,
POISON,,家庭教師X催眠～絶対従順、ワガママJKとハイソ妻を催眠操作～,,2019/8/30,個人漢化,漢化完成,,,,
POISON,,孕み鬼～鬼畜異形に蹂躙される巨乳鬼娘～,,2019/11/29,個人漢化,漢化完成,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
水鏡,,灯穂奇譚,燈穂奇譚,2005/4/29,待補,漢化完成,同人,,,
雨傘日傘事務所,,霊刀キザクラ ～桜花の剣と惑竜章～,靈刀姬櫻 ～櫻花之劍與惑龍章～,2008/10/18,待補,漢化完成,同人,,,
膝枕,,睡蓮,,2002/12/30,個人漢化,漢化完成,同人,,,
Black Box,,想瞬譜,,2004/8/15,《想瞬譜》中文化委員會,漢化完成,同人,,,
Black Box,,Petit Fleur～風吹く街のメロディ～,Petit Fleur～拂過小鎮的旋律之風～,2003/12/8,AUGUST中文化委員會,漢化完成,同人,,,
blank-note,,ひまわり,向日葵天空鵝卵石,2007/12/31,蒲島水壩漢化組 x 向日葵火箭發射中心,官方中文化,同人,https://store.steampowered.com/app/554290/,,
blank-note,,ひまわりアクアアフター The Day the Moon Stood Still,向日葵 Aqua After,2008/8/14,蒲島水壩漢化組,漢化完成,同人,,,
EXドロイド,,ぼくのゆめみるみらい,我所希冀的未來,2010/10/8,待補,漢化完成,同人,,,
non color,,彼と彼女と彼女の忠義,他與她與她的忠義,2009/10/16,2030塞翻组,漢化完成,同人,,,
Shiba Satomi,,送電塔のミメイ,電塔未明,2007/2/17,萌你妹漢化組,漢化完成,同人,,,
Squadrad,,MEMORIES～記憶のすべてを…～,MEMORIES～將記憶的全部…～,2005/12/22,待補,漢化完成,,,,
Supplement Time,,未来のキミと、すべての歌に,將所有的歌獻與未來的你,2007/12/31,待補,漢化完成,同人,,,
Supplement Time,,未来の歌と、つながるヒトミ,注視著你瞳裡的未來的歌謠,2009/9/27,待補,漢化完成,同人,,,
Weak,,バトルムーンウォーズ銀,battle moon wars 銀best,2009/4/26,待補,漢化完成,同人,,,
ZIGZAG,,40日40夜の雨,,2007/1/30,待補,漢化完成,同人,,,
サークルテンポ,,MYTH,,2008/8/16,MangaGamer,官方中文化,同人,,,
ぱんけーき,,鉢の底,,2008/5/17,待補,漢化完成,同人,,,
よかれとおもってやったのに,,My Sweet Home,,2007/12/31,待補,漢化完成,同人,,,
Talestune,,収斂の十二月,,2007/12/31,撲家漢化組,漢化中,同人,,,
Shiba Satomi,,TRUE REMEMBRANCE,真实追忆,2003/5/11,萌你妹漢化組 / 個人漢化,漢化中,同人,,,
劇團近未来,,サキュバス☆ユーナのご奉仕レッスン?,夢妖☆尤娜的奉仕課程?,2008/10/17,待補,漢化完成,同人,,,
A2‐WiNG,,I'2 伊織調教SLG,,2010/8/21,待補,漢化完成,同人,,,
evee,,LOVE×EVOLUTION,,2010/12/17,待補,漢化完成,同人,,,
Idle Fancy,,幼性反応,,2008/2/2,待補,漢化完成,同人,,,
kidnap company,,こどものじかん,蘿莉的時間,2009/12/11,待補,漢化完成,同人,,,
Magical☆Girl,,魔界皇女エキドナ～悪の少女に性戯のお仕置きを～,魔界公主艾奇德娜～對邪惡少女的性愛懲罰～,2010/4/29,待補,漢化完成,同人,,,
mu soft,,陽射しの中のリアル,,2005/7/6,待補,漢化完成,同人,,,
StrayMoon,,少年の国の少女アリス,少年之國的少女愛麗絲,2007/12/31,個人漢化,漢化完成,同人,,,
かぐら堂,,妹のオモチャにされてしまう僕,,2010/8/10,待補,漢化完成,同人,,,
,,,,,,,,,,
,,,,,,,,,,
吉里吉里2,,本当は怖いヤンデレ娘～love one another～,帶你下地獄病嬌凶娘,2016/10/2,御之萌漫屋,漢化完成,同人,,,
君の音。,,朝燒けのブル一Ⅱ,朝霞之下的蔚藍2,2015/7/26,個人漢化,漢化完成,同人,,,
黒城ろこ,,どとこい,像素之戀,2016/5/22,撲家漢化組,官方中文化,"Galgame, 男性向",,,
黒城ろこ,,ドトコイ,像素之戀,2019/9/20,撲家漢化組,官方中文化,"乙女Game, 女性向",https://store.steampowered.com/app/1198320/,,
黒彩黄泉路,,ねのかみ 京の都とふたりの姫騎士,,2015/8/16,Sekai Project,官方中文化,同人,https://store.steampowered.com/app/490890/,,
黒彩黄泉路,,ねのかみ 京の都とふたりの姫騎士 後編,,2016/12/29,Sekai Project,官方中文化,同人,https://store.steampowered.com/app/701420/,,
無人灯,,箱庭の學園,箱庭的學園,2015/8/16,綠茶漢化組,漢化完成,同人,,,
Alienworks,,Highway Blossoms,花開公路,2016/6/17,Sekai Project,官方中文化,同人,,,
Bayanaka,,葛唄,葛唄-藤之歌-,2019/12/27,個人漢化,漢化完成,同人,,,
Brief case,,秀吉と懇ろに戯れ合いたき者専用,秀吉和明久的新婚溫泉旅行,2012/5/5,干完這票就跑路漢化組,漢化完成,同人,,,
craft-age,,朝焼けの謳,朝霞之歌,2011/7/2,待補,漢化完成,同人,,,
cutlass,,NOeSIS?嘘を吐いた記憶の物語?,NOeSIS~訴說謊言的記憶之物語~,2011/10/30,Pure Do / Hikare,官方中文化,同人,https://store.steampowered.com/app/1246020/NOeSIS/,,
Dischan Media,,Dysfunctional Systems: Learning to Manage Chaos,崩壞世界：混亂管理入門,2013/4/4,蒹葭漢化組,漢化完成,同人,,,
Dischan Media,,Juniper's Knot,茱尼帕之結,2012/4/12,蒹葭漢化組,漢化完成,同人,,,
Four Leaf Studios,,かたわ少女,片輪少女,2012/1/4,Four Leaf Studios / Kawa Soft,官方中文化,同人,,,
Igrasil Studio,,Bloody Chronicles Act 1 - Secret Operation,,2019/7/15,Igrasil Studio,官方中文化,同人,,,
IIchan Eroge Team,,Wintertale,冬日童話,2011/12/23,個人漢化,漢化完成,同人,,,
Lakris,,きらめきの君 ～妖精ミラン変～,閃閃發光的你 -妖精美藍變-,2012/2/1,個人漢化,漢化完成,同人,,,
Le:CODE,,WABISABI,與獸耳娘共度鄉間生活,2019/12/20,Sekai Project,官方中文化,同人,,,
M-vizlab,,?? - ??? ??? ? -,露西 -她所期望的一切-,2016/2/28,Crimson Translations / M-vizlab / SUN-TEAM,官方中文化,同人,,,
MyDearest,,School of Talent: SUZU-ROUTE,,2017/2/23,MyDearest,官方中文化,同人,https://store.steampowered.com/app/573040/,,
MyDearest,,東京クロノス,,2019/3/20,Sekai Project,官方中文化,同人,https://store.steampowered.com/app/1031440/,,
NBGI,,THE IDOLM@STER Shiny Festa,偶像大師 魅惑旋律,2012/10/25,待補,漢化完成,,,,
Neoclassic Games,,Elisa: Seduce the Innkeeper,,2017/9/25,Neoclassic Games,官方中文化,同人,,,
nostalgia,,クリーチャーと恋しよっ！　－ここのえこころ－,和怪物戀愛吧！,2012/12/31,Sekai Project,官方中文化,"同人, 漢化組名待補",https://store.steampowered.com/app/356450/,,
paleontology,,SeaBed,海底,2016/1/25,海底研究室,漢化完成,同人,http://middle-tail.sakura.ne.jp/seabed/index.html,,
PumpkinPrinz,,まよなかぴょんぴょんカフェ もーにんぐ!,夜間的兔兔咖啡館前日談,2016/5/2,綠茶漢化組,漢化完成,,,,
Pure Purple,,少女と罪　栞編　～jalouse～,純潔的罪孽　栞編　～jalouse～,2019/9/19,Pure Purple,官方中文化,同人,https://purepurple.booth.pm/items/1749646,https://jalouse-yuri.com/tw,
Razzart Visual,,Love Ribbon,戀愛紐帶,2017/1/24,Razzart Visual / 白衣漢化組,官方中文化,同人,,,
Reine Works,,Our Lovely Escape,,2018/9/30,Top Hat Studios,官方中文化,,,,
Reine Works,,The Wilting Amaranth,,2018/3/16,Top Hat Studios / Reine Works,官方中文化,,,,
Spicy Tail,,World end economica,,2011/8/13,Spicy Tail,官方中文化,,,,
Studio 3.14,,俺の娘,,2012/6/2,待補,漢化完成,同人,,,
Studio ?lan,,Heart of the Woods,,2019/2/15,Sekai Project,官方中文化,同人,https://store.steampowered.com/app/844660/,,
TALESSHOP,,??? ???? ??? ??? ????,,2018/12/11,Digicon,官方中文化,同人,,,
Team Salvato,,Doki Doki Literature Club!,心跳~心跳~文學部!,2017/10/22,OT-Yuzuru / Angel_Fubuki / dumb / Pizza Hime / Javelin&Tea / TBGN,漢化完成,同人,,,
さふいずむ,,のじゃロリのヤンデレ黙示録,古風蘿莉之病嬌默示錄,2016/2/22,御之萌漫屋,漢化完成,同人,,,
しすてぃあ?ず,,君が待つ、この場所で。,相約之期，候人兮猗 / 在你所等待的這个地方,2014/3/5,伊甸學園,漢化完成,同人,,,
もえぼの,,もえなつぷらす,萌夏+,2011/9/15,夜空漢化組,漢化完成,同人,,,
やきうぶ,,妹がエロゲー聲優だったんだが,,2016/12/31,城彩學園漢化組,漢化完成,同人,,,
旅の道,,シロナガス島への帰還,,2018/12/30,旅の道,中文化進行中,同人,,,
#define,,対異形生贄神官ティアナ,對異形活祭神官緹娜,2013/4/29,臉腫漢化組,漢化完成,同人,,,
Beel ze bub,,自宅警備員,自宅警備員,2013/1/25,待補,漢化完成,同人,,,
Dieselmine,,妖蟲ノ檻,,2011/11/11,個人漢化,漢化完成,同人,,,
Eilis,,オートマチック?アンリエッタ,自動人偶——安麗耶塔,2012/2/24,臉腫漢化組,漢化完成,同人,,,
HuniePot,,HuniePop,哈尼炮,2015/1/20,待補,漢化完成,同人,,,
Nyaatrap,,デーモンマスタークリス Demon Master Chris,惡魔之主克莉絲,2013/7/20,待補,漢化完成,同人,,,
Parthenon,,Temptation Revenger,催眠複仇者,2014/12/26,風花雪玉,漢化完成,同人,,,
Santa☆Festa!,,お注射しましょ～催眠メイドとペットなお嬢様～,,2014/8/17,默示漢化組,漢化完成,同人,,,
SLAVEnir,,ゆ～たい☆りだつっ !! どこでも だれでも ヤりほうだい !!,,2015/12/4,風花雪玉,漢化完成,同人,,,
ソーラレイ,,欲求不満な発情おばさんに誘惑された僕は……。～秘密と背徳に満ちた冬休みの思い出～,,2013/4/4,個人漢化,漢化完成,同人,,,
とろとろレジスタンス,,もんむす?くえすと！ ～負ければ妖女に犯される～,勇者大戰魔物娘 ～輸給魔物娘就會被侵犯～,2011/3/9,待補,漢化完成,同人；共三章,,,
なにかもどき,,わん?もあ?ちゃんす！,One·more·chance!,2012/2/20,Makura Castle,漢化完成,同人,,,
Toffer Team,,Hikari! Clover Rescue,,2018/12/18,幻想島漢化組,漢化完成,同人,,,
パルティア教団,,1 Room,家出少女,2018/8/3,綠茶漢化組,漢化完成,同人,,,
狼星屋,,マワサレヒメ -白濁の記憶-,人形輪舞曲,2017/8/11,臉腫漢化組,漢化完成,同人,,,
